fecha,T (°C),HR (%),Viento (m/s),Nubosidad-octa(%)
2017-09-20,0.35508204,0.6525,0.6366814,1.0
2017-03-24,0.48888546,0.750326086956522,0.32296124,0.36055064
2017-08-05,0.31738508,0.585111111111111,0.18498921,0.020386722
2017-02-11,0.7984039,0.393541666666667,0.32239145,0.010193359
2016-11-19,0.6676818,0.466559139784946,0.4852077,0.14712064
2017-09-09,0.12901531,0.803617021276596,0.3868028,1.0
2017-04-06,0.7484443,0.308315789473684,0.31143814,0.024590168
2016-07-23,0.46134824,0.470833333333333,0.19723544,1.0
2017-04-29,0.8287371,0.144375,0.21973294,0.013451029
2017-09-30,0.5054467,0.503958333333333,0.43029213,1.0
2017-01-19,0.97940797,0.382238805970149,0.5323507,0.4929592
2017-05-19,0.20816322,0.620104166666667,0.3667312,0.13692729
2016-09-05,0.3728072,0.2884375,0.22497508,0.018390078
2016-12-08,0.4867159,0.655416666666667,0.47572395,0.010193359
2017-03-06,0.8610365,0.335104166666667,0.30688345,0.021017242
2017-02-19,0.91685075,0.313333333333333,0.38549873,0.00168138
2017-04-21,0.7638922,0.555416666666667,0.37721545,0.03509878
2016-12-18,0.8082364,0.4565625,0.5277085,0.00168138
2017-08-02,0.4085973,0.4475,0.34772846,0.2869903
2017-08-15,0.37081182,0.44441176470588206,0.23805472,0.014081549
2016-11-18,0.75017583,0.327395833333333,0.42854473,0.00168138
2016-09-13,0.61119455,0.375520833333333,0.53251374,1.0
2017-09-28,0.47905648,0.718333333333333,0.29076388,1.0
2017-03-21,0.68753076,0.515106382978723,0.31073606,0.004308533
2017-04-24,0.6151068,0.315376344086021,0.5844137,1.0
2017-01-07,0.8438297,0.429270833333333,0.35449955,0.00168138
2017-09-22,0.77846354,0.35046511627907,0.72219586,0.007566206
2016-08-25,0.5071674,0.395208333333333,0.21776712,0.00168138
2017-05-28,0.3064574,0.8067741935483871,0.083197795,0.2702816
2017-10-06,0.6726963,0.454791666666667,0.3394284,0.034783524
2017-08-03,0.34153295,0.405853658536585,0.16058841,0.00168138
2016-11-15,0.5749663,0.429782608695652,0.19828954,0.00168138
2017-03-13,0.77121735,0.347916666666667,0.32807043,0.04403111
2017-08-17,0.6225837,0.40644444444444505,0.28330842,0.0121899955
2017-03-26,0.64555883,0.517708333333333,0.2758675,0.024590168
2016-10-03,0.5882043,0.38826666666666704,0.38022968,0.010193359
2017-09-21,0.6578136,0.435454545454545,0.8412836,0.17633459
2017-08-06,0.33480936,0.475681818181818,0.07196025,0.00168138
2016-09-15,0.5810736,0.366736842105263,0.1545051,1.0
2017-08-08,0.46287233,0.380833333333333,0.1668747,0.00168138
2017-02-20,0.96790475,0.265581395348837,0.46472153,0.00168138
2017-09-01,0.34734124,0.610833333333333,0.20182231,0.007881466
2016-05-31,0.2859869,0.822916666666667,0.049800307,1.0
2017-10-08,0.5201953,0.540416666666667,0.38311288,0.5087222
2017-03-04,0.76409346,0.5067368421052629,0.42930347,0.041719217
2017-01-11,0.86024994,0.416145833333333,0.45344493,0.00168138
2016-06-09,0.46567452,0.235520833333333,0.3197704,0.030895334
2016-06-14,0.6256482,0.409166666666667,0.22606716,0.9474569
2017-07-23,0.27800298,0.7785,0.22541192,0.022698615
2016-07-12,0.27743268,0.783541666666667,0.10811908,1.0
2016-08-21,0.7499301,0.1671875,0.20990393,0.00168138
2016-12-23,0.7396468,0.39106382978723403,0.4659926,0.013451029
2016-05-29,0.35224074,0.809787234042553,0.24783042,1.0
2017-02-15,0.77878827,0.459166666666667,0.39971295,0.011769656
2016-09-01,0.32393175,0.36778947368421,0.60676354,0.22719632
2017-08-09,0.29579365,0.551014492753623,0.27563006,0.00168138
2017-02-26,0.8375862,0.550520833333333,0.3892287,0.00168138
2017-03-11,0.8337515,0.226145833333333,0.66837245,0.04403111
2017-06-14,0.09582771,0.97875,0.09435847,1.0
2016-09-08,0.7470295,0.209583333333333,0.23567775,0.032786887
2016-08-22,0.619552,0.301145833333333,0.20313281,0.00168138
2017-05-01,0.5469479,0.442978723404255,0.26232994,0.050231192
2016-11-27,0.6799232,0.486354166666667,0.5869009,0.0035729334
2016-12-19,0.78685087,0.5028125,0.5067399,0.015762929
2017-03-25,0.54939765,0.659895833333333,0.41369197,0.024905425
2017-02-07,0.82981855,0.377604166666667,0.36869702,0.0035729334
2016-09-12,0.35835356,0.588229166666667,0.56462187,0.108343855
2016-09-02,0.28815,0.392916666666667,0.6314591,0.020386722
2017-09-25,0.7320777,0.401333333333333,0.61507744,0.039407317
2017-02-13,0.8133493,0.411458333333333,0.42483154,0.018705342
2017-06-21,0.13673063,0.91,0.09086371,1.0
2017-05-13,0.39792907,0.8153125,0.27674115,0.82324505
2016-06-06,0.29611427,0.622604166666667,0.29421496,0.36118117
2016-09-16,0.6064258,0.314270833333333,0.21776712,0.9425178
2016-07-15,0.3476854,0.604895833333333,0.07207938,0.6587852
2017-07-25,0.4860127,0.43782608695652203,0.20512712,0.00168138
2016-12-28,0.7974207,0.388958333333333,0.4029893,0.009878099
2017-08-28,0.20023502,0.795333333333333,0.34668002,0.15332073
2016-10-27,0.68464714,0.43113636363636404,0.4336677,0.03583439
2017-09-07,0.30872118,0.688260869565217,0.29264802,0.025956284
2017-05-07,0.32688558,0.7677659574468091,0.29244435,0.8836696
2017-04-28,0.7883257,0.144479166666667,0.27564907,0.05159731
2017-02-25,0.87101644,0.525520833333333,0.44558164,0.12673393
2017-02-24,0.8588242,0.5059375,0.40604722,0.28604457
2017-07-31,0.31140083,0.562058823529412,0.13567883,1.0
