fecha,CW(L/dia)
2017-08-04,0.0
2016-09-03,0.0
2016-08-28,0.049600000000000026
2016-06-07,0.0
2016-06-23,0.0
2017-02-09,0.0
2017-05-02,0.1264
2017-04-03,0.0
2016-12-30,0.05919999999999999
2016-12-19,0.004799999999999997
2017-02-04,0.0
2016-06-10,0.0
2016-07-16,0.0016000000000021828
2017-05-01,0.0
2017-01-02,0.0
2017-03-17,0.0
2017-05-22,0.0
2017-01-09,0.0
2016-09-09,0.0
2016-11-19,0.030400000000000007
2017-03-12,0.0
2017-04-23,0.0
2017-09-08,0.0
2017-02-02,0.004799999999999273
2016-07-08,0.12319999999999982
2017-07-29,0.0
2017-09-09,0.0
2017-02-14,0.003199999999999818
2017-05-15,0.0
2017-01-14,0.0
2017-09-25,0.0
2016-12-21,0.0
2017-06-22,0.22239999999999782
2016-05-31,0.3088000000000002
2017-06-13,0.34720000000000073
2016-07-07,0.0
2017-02-13,0.0
2016-11-15,0.0
2017-02-20,0.0
2017-10-03,0.0
2017-07-27,0.0
2017-09-02,0.03680000000000109
2017-04-01,0.0
2016-11-10,0.0
2016-11-20,0.14560000000000003
2016-07-13,0.0
2016-08-14,0.0
2017-03-21,0.006399999999999977
2017-09-15,0.0
2017-02-28,0.0
2017-08-09,0.0
2017-09-04,0.12160000000000036
2017-02-19,0.0
2016-06-15,0.0
2017-09-26,0.0
2017-04-04,0.03679999999999996
2017-01-29,0.0
2017-06-23,0.011200000000004366
2017-01-05,0.0
2016-09-22,0.0
2017-07-26,0.0
2017-01-08,0.0
2017-07-14,0.0
2016-12-06,0.0
2017-08-14,0.0
2016-07-23,0.0
2016-07-20,0.12640000000000146
2016-12-29,0.022400000000000007
2016-12-08,0.07839999999999998
2017-07-15,0.0
2016-09-21,0.0
2017-07-18,0.0
2017-04-10,0.0
2017-05-20,0.0
2016-06-21,0.0016000000000021828
2017-06-14,0.17439999999999964
2017-01-17,0.0
2017-07-12,0.0
2017-10-07,0.019200000000000727
2017-07-19,0.0
2016-09-06,0.0
2016-10-24,0.0
2016-09-15,0.0016000000000001365
2016-07-21,0.0
2017-05-17,0.0
2017-04-18,0.009599999999999994
2016-08-27,0.08320000000000005
2016-09-17,0.0
2016-09-10,0.0
2016-08-13,0.0
2016-06-08,0.0
2017-04-06,0.0
2016-09-18,0.0
2017-09-19,0.17759999999999854
2017-03-28,0.0
2016-11-26,0.062400000000000094
2016-08-29,0.11520000000000005
2016-06-16,0.0
2016-11-25,0.06079999999999995
2017-01-27,0.0
2017-07-20,0.0
2017-02-18,0.011200000000000727
2017-01-11,0.0
2017-06-07,0.032
2016-09-25,0.0
2017-03-29,0.030399999999999865
2017-04-08,0.0016000000000001365
2017-05-05,0.025600000000000022
2016-10-28,0.09120000000000072
2016-10-22,0.34239999999999965
2016-09-23,0.0
2017-10-06,0.10239999999999781
2017-04-09,0.0
2017-04-29,0.0
2017-07-13,0.0
2017-01-16,0.0
2017-03-14,0.041600000000000026
2017-02-17,0.0
2016-09-13,0.0
2016-08-21,0.0
2017-03-25,0.17280000000000006
2016-07-03,0.0
2017-08-28,0.25760000000000216
2017-02-01,0.030400000000000545
2016-12-28,0.0
2017-09-22,0.0
2017-10-08,0.08640000000000146
2017-04-25,0.0
2016-09-07,0.001599999999999909
2017-04-27,0.0
2017-10-12,0.04159999999999855
2016-12-10,0.11359999999999991
2016-11-08,0.0016000000000000014
2017-09-27,0.0
2017-08-17,0.0
2017-02-06,0.0
2017-07-10,0.0
2017-03-04,0.0016000000000000228
2017-04-17,0.0
2017-03-30,0.0
2017-03-31,0.0
2017-01-21,0.0
2017-03-09,0.0
2016-10-30,0.11520000000000073
2017-09-07,0.07039999999999963
2017-06-10,0.0
2017-01-15,0.0
2017-09-05,0.0
2016-11-05,0.0256
2016-08-26,0.024
2017-04-30,0.0
2017-04-19,0.017600000000000022
2017-09-03,0.224
2017-03-26,0.10720000000000005
2017-09-28,0.054400000000001454
2017-06-28,0.35520000000000435
2017-07-23,0.0
2016-11-06,0.0016000000000000014
2017-05-07,0.033600000000000026
2016-12-05,0.016
2016-07-17,0.0
2016-12-20,0.0592
2017-08-05,0.0
2017-03-03,0.049600000000000026
2017-08-30,0.0
2016-07-09,0.0
2017-03-02,0.0
2016-09-05,0.0
2017-10-01,0.144
2017-10-02,0.0
2017-01-07,0.0
2016-09-12,0.11520000000000005
2017-04-26,0.0
2017-03-11,0.0
2016-09-20,0.0
2017-09-13,0.15519999999999892
2017-09-18,0.04479999999999927
2017-08-27,0.24959999999999855
2017-05-10,0.136
2017-05-16,0.0
2017-09-11,0.0031999999999989086
2017-02-21,0.0
2017-09-21,0.09759999999999855
2016-12-03,0.0
2017-02-11,0.0
2017-03-16,0.006399999999999977
2017-03-01,0.0
2016-08-19,0.0
2017-02-10,0.0
2016-06-11,0.0
