fecha,T (°C),HR (%),Viento (m/s),Nubosidad-octa(%)
2017-07-30,0.43555954,0.39510638297872297,0.13651863,1.0
2016-06-01,0.3221636,0.613333333333333,0.14590615,1.0
2016-07-05,0.26216576,0.657604166666667,0.20684603,0.00168138
2016-11-30,0.78088474,0.41708333333333303,0.3560285,0.00168138
2016-11-22,0.5120053,0.561354166666667,0.4910135,0.010193359
2017-03-22,0.7325026,0.4775,0.25358838,0.05685162
2017-03-26,0.6358899,0.517708333333333,0.2758675,0.024590168
2017-05-17,0.23883751,0.897578947368421,0.38295195,0.96910465
2017-02-24,0.85497296,0.5059375,0.40604722,0.28604457
2016-11-20,0.55038786,0.534791666666667,0.42767105,0.101092905
2017-05-23,0.17957819,0.932,0.09129385,1.0
2016-06-19,0.201785,0.721162790697674,0.19895741,0.09058428
2016-09-05,0.35569778,0.2884375,0.22497508,0.018390078
2016-08-12,0.63094056,0.279895833333333,0.17998004,0.00168138
2016-07-15,0.32989064,0.604895833333333,0.07207938,0.6587852
2017-07-13,0.27469054,0.786666666666667,0.21798554,1.0
2016-11-06,0.8199105,0.439782608695652,0.46882942,0.050861705
2017-05-08,0.43561116,0.6781914893617019,0.14566448,0.9921186
2017-03-14,0.6013962,0.571875,0.3357152,0.9320092
2017-09-16,0.77801085,0.25512195121951203,0.2904911,0.00168138
2017-08-15,0.35364798,0.44441176470588206,0.23805472,0.014081549
2017-01-15,0.8215903,0.478541666666667,0.44143167,0.00168138
2017-03-02,0.82881224,0.5140625,0.3431416,0.0
2017-05-16,0.2840337,0.928125,0.21427235,0.2233081
2017-04-08,0.43705693,0.461263157894737,0.5250966,0.00168138
2017-05-20,0.34019223,0.532659574468085,0.13964161,0.00168138
2017-02-15,0.7727536,0.459166666666667,0.39971295,0.011769656
2017-08-17,0.612288,0.40644444444444505,0.28330842,0.0121899955
2017-02-02,0.7723496,0.494375,0.4449264,0.00168138
2017-07-16,0.0,0.6906666666666671,0.6216009,0.38556117
2017-03-04,0.757658,0.5067368421052629,0.42930347,0.041719217
2017-04-01,0.5334188,0.4765625,0.33811787,0.01639345
2017-09-02,0.38923195,0.565208333333333,0.30884928,0.00168138
2017-07-10,0.64696336,0.319736842105263,0.17216283,0.00168138
2017-03-06,0.85724556,0.335104166666667,0.30688345,0.021017242
2017-01-11,0.85643756,0.416145833333333,0.45344493,0.00168138
2016-08-15,0.81997156,0.242,0.37588882,1.0
2017-03-29,0.57134664,0.532708333333333,0.32566777,0.0121899955
2017-05-05,0.45715883,0.494166666666667,0.24223042,0.14312737
2016-11-26,0.5938711,0.459270833333333,0.4508238,0.0055695698
2017-09-17,0.6400312,0.418125,0.23589617,0.014081549
2017-01-01,0.8274486,0.441458333333333,0.5512981,0.00168138
2016-12-23,0.73254454,0.39106382978723403,0.4659926,0.013451029
2017-04-21,0.7574512,0.555416666666667,0.37721545,0.03509878
2017-06-10,0.35555425,0.295789473684211,0.058491215,0.00168138
2017-07-18,0.5619532,0.258541666666667,0.16250625,0.00168138
2016-07-10,0.32888058,0.288020833333333,0.10811908,1.0
2017-09-09,0.105255395,0.803617021276596,0.3868028,1.0
2016-09-07,0.65538406,0.205625,0.23043561,0.00168138
2017-05-15,0.43241224,0.738020833333333,0.14983776,0.030895334
2017-07-22,0.06578201,0.9575609756097561,0.1718398,0.3973308
2017-04-06,0.74158204,0.308315789473684,0.31143814,0.024590168
2016-07-12,0.2577215,0.783541666666667,0.10811908,1.0
2017-03-18,0.8372967,0.4421875,0.30120447,0.008511979
2016-06-17,0.46927962,0.4846875,0.12690341,0.6337747
2017-02-22,0.8454783,0.528854166666667,0.46676865,0.00168138
2016-11-10,0.846293,0.333440860215054,0.37743387,0.14712064
2016-08-18,0.44710872,0.301041666666667,0.6930542,0.00168138
2017-01-08,0.90537524,0.314895833333333,0.39032078,0.00168138
2016-09-14,0.40863737,0.6148,0.298033,0.051912572
2016-07-16,0.43180624,0.32875,0.038442336,0.00168138
2016-06-21,0.5098337,0.234270833333333,0.08081628,0.00168138
2017-02-16,0.7698554,0.484631578947368,0.3655149,0.00168138
2017-04-29,0.82406497,0.144375,0.21973294,0.013451029
2016-12-05,0.77386475,0.388229166666667,0.46807918,0.00168138
2017-09-28,0.46484545,0.718333333333333,0.29076388,1.0
2016-08-14,0.6245266,0.4128125,0.56418496,0.00168138
2016-08-19,0.29287174,0.348229166666667,0.6308038,0.00168138
2016-09-20,0.7220484,0.35375,0.26953325,0.0035729334
2017-05-18,0.067374706,0.895208333333333,0.33440468,1.0
2016-10-30,0.52690387,0.631481481481482,0.1324125,0.024590168
2016-12-19,0.78103614,0.5028125,0.5067399,0.015762929
2017-04-23,0.6436759,0.353297872340426,0.55633575,0.010193359
