,Pruebas,coef(a)_LM-PD,rsquared_LM-PD,Standard Error_LM-PD,coef(b)_LM-PD,coef(a)_Acu-LM-PD,rsquared_Acu-LM-PD,Standard Error_Acu-LM-PD,coef(b)_Acu-LM-PD,coef(a)LM-6AM,rsquaredLM-6AM,Standard ErrorLM-6AM,coef(b)LM-6AM,coef(a)_Acu-LM-6AM,rsquared_Acu-LM-6AM,Standard Error_Acu-LM-6AM,coef(b)_Acu-LM-6AM
0,3.0,0.28546969047224546,0.12082621374840052,0.06971669666710154,0.03803962996923186,1.7019578814252092,0.9869637777241473,0.017709005117926786,0.05557818998753354,0.3310477225652829,0.29614893326582403,0.0462057499747048,0.017329612220090405,0.937989665110567,0.9842833689465745,0.010730940689124028,-0.005943083737850359
