fecha,T (°C),HR (%),Viento (m/s),Nubosidad-octa(%)
2016-12-23,0.7396468,0.39106382978723403,0.44770712,0.013451029
2017-01-01,0.83203083,0.441458333333333,0.5359336,0.00168138
2016-11-20,0.5623273,0.534791666666667,0.40807337,0.101092905
2017-03-29,0.5827296,0.532708333333333,0.30257732,0.0121899955
2016-12-29,0.7427809,0.503473684210526,0.39081448,0.00168138
2016-11-13,0.58972526,0.526382978723404,0.30097678,0.9881252
2017-09-07,0.30872118,0.688260869565217,0.2684269,0.025956284
2016-11-05,0.725644,0.514375,0.33894745,0.081126526
2017-05-15,0.44748455,0.738020833333333,0.120726556,0.030895334
2017-06-25,0.24427952,0.925,0.43793344,0.97698617
2017-04-06,0.7484443,0.308315789473684,0.28786042,0.024590168
2016-11-02,0.72733784,0.26670454545454503,0.73045546,1.0
2016-12-10,0.7005713,0.496354166666667,0.45867532,0.00168138
2016-10-03,0.5882043,0.38826666666666704,0.3590075,0.010193359
2017-04-17,0.5239479,0.671294117647059,0.36989334,1.0
2017-08-14,0.40647632,0.40357142857142897,0.5017257,0.010193359
2016-12-13,0.99999994,0.30045454545454503,0.42142206,0.00168138
2016-12-11,0.8951059,0.3578125,0.4392478,0.96878946
2016-06-21,0.5228501,0.234270833333333,0.04934165,0.00168138
2017-04-20,0.66002333,0.5662637362637359,0.34491527,0.67780584
2017-05-10,0.30768067,0.8163529411764711,0.4063778,0.00168138
2016-06-24,0.16224577,0.7625,0.3145501,0.7523119
2016-06-22,0.5557887,0.2234375,0.0703505,0.30338377
2016-06-08,0.5045618,0.2653125,0.085485905,0.00168138
2017-04-30,0.7131369,0.244255319148936,0.17639446,0.05159731
2017-09-15,0.6066224,0.342291666666667,0.57704777,0.25777638
2016-08-21,0.7499301,0.1671875,0.1828495,0.00168138
2017-01-10,0.82799965,0.388020833333333,0.46500057,0.00168138
2017-04-21,0.7638922,0.555416666666667,0.35589007,0.03509878
2017-09-16,0.7839059,0.25512195121951203,0.26619613,0.00168138
2017-01-18,0.8647236,0.433611111111111,0.26635778,0.00168138
2017-04-25,0.482193,0.478958333333333,0.60121924,0.9408365
2017-03-22,0.739606,0.4775,0.22802979,0.05685162
2016-07-20,0.4562354,0.552916666666667,0.14986786,0.9881252
2016-09-16,0.6064258,0.314270833333333,0.19098192,0.9425178
2016-06-16,0.65957004,0.2721875,0.041435108,0.022698615
2016-06-23,0.4330309,0.299166666666667,0.22644848,1.0
2017-03-03,0.7734788,0.562395833333333,0.29444486,0.004308533
2017-08-17,0.6225837,0.40644444444444505,0.2587675,0.0121899955
2016-06-05,0.24085604,0.813229166666667,0.298737,0.96878946
2016-11-12,0.68891984,0.445,0.38864583,0.05348886
2017-05-20,0.3577134,0.532659574468085,0.11018129,0.00168138
2017-03-28,0.6872975,0.3946875,0.2840534,0.022698615
2017-05-18,0.09214054,0.895208333333333,0.3116134,1.0
2016-06-06,0.29611427,0.622604166666667,0.2700475,0.36118117
2017-08-03,0.34153295,0.405853658536585,0.13184533,0.00168138
2016-12-21,0.8128291,0.439368421052632,0.60083157,0.00588483
2017-03-14,0.6119811,0.571875,0.3129688,0.9320092
2017-01-14,0.9159998,0.3696875,0.41643173,0.00168138
2017-01-28,0.9141316,0.536458333333333,0.3985855,0.00168138
2016-12-01,0.8455505,0.283645833333333,0.31093568,0.00168138
2017-05-21,0.48850566,0.43308510638297903,0.12540801,0.010193359
2016-10-06,0.78005236,0.274880952380952,1.0,0.007566206
2017-02-14,0.78793246,0.4421875,0.38051337,0.00168138
2017-09-27,0.55411726,0.557291666666667,0.28021306,0.00168138
2017-03-31,0.63233423,0.45875,0.3301373,0.023013871
2017-02-23,0.8512041,0.5275,0.39564878,0.28047496
2017-03-12,0.93689376,0.1875,0.3412065,0.007881466
2017-01-05,0.8201818,0.29463157894736797,0.4939968,0.050231192
