,Pruebas,coef(a)_LM-PD,rsquared_LM-PD,Standard Error_LM-PD,coef(b)_LM-PD,coef(a)_Acu-LM-PD,rsquared_Acu-LM-PD,Standard Error_Acu-LM-PD,coef(b)_Acu-LM-PD,coef(a)LM-6AM,rsquaredLM-6AM,Standard ErrorLM-6AM,coef(b)LM-6AM,coef(a)_Acu-LM-6AM,rsquared_Acu-LM-6AM,Standard Error_Acu-LM-6AM,coef(b)_Acu-LM-6AM
0,9.0,0.4284785530093785,0.24878858372413415,0.06740856578823798,0.04625499602607915,2.515338488130535,0.9707050672138159,0.03956117002272083,-0.21044575664261042,0.4996672107864814,0.2977908220382339,0.069466997899334,0.03313271310442592,2.1080926412955963,0.9752682598922348,0.030393104826917917,-0.19270177465413213
