,Pruebas,coef(a)_LM-PD,rsquared_LM-PD,Standard Error_LM-PD,coef(b)_LM-PD,coef(a)_Acu-LM-PD,rsquared_Acu-LM-PD,Standard Error_Acu-LM-PD,coef(b)_Acu-LM-PD,coef(a)LM-6AM,rsquaredLM-6AM,Standard ErrorLM-6AM,coef(b)LM-6AM,coef(a)_Acu-LM-6AM,rsquared_Acu-LM-6AM,Standard Error_Acu-LM-6AM,coef(b)_Acu-LM-6AM
0,4.0,0.3849799710056654,0.3570274326527535,0.046773909661035874,0.0379961352970935,1.8241938915904443,0.9921723321422987,0.014669446205201282,0.005077554713334695,0.31990889926516053,0.2842321995531716,0.045961678313299184,0.008598717737359119,0.6328417438953691,0.977123478055255,0.008766686507210526,-0.07102325410031637
