fecha,Flujo (L/día)
2017-08-10,0.0
2016-11-24,0.026
2017-08-14,0.0
2017-09-21,0.094
2016-12-02,0.0
2016-12-30,0.059
2017-01-28,0.0
2017-05-02,0.098
2017-03-16,0.006
2016-11-03,0.0
2016-09-24,0.0
2017-05-07,0.034
2016-07-19,0.0
2017-10-10,0.019
2017-08-25,0.16
2016-11-10,0.0
2016-08-27,0.083
2016-06-15,0.0
2016-08-19,0.0
2017-09-27,0.0
2016-12-14,0.0
2017-03-20,0.146
2016-08-26,0.024
2017-08-02,0.0
2016-09-25,0.0
2016-06-24,0.088
2017-04-18,0.01
2016-09-08,0.0
2017-02-28,0.0
2016-08-25,0.082
2016-11-15,0.0
2017-09-02,0.066
2017-03-31,0.0
2016-06-06,0.254
2017-04-27,0.0
2017-09-13,0.166
2017-09-14,0.219
2017-09-22,0.0
2016-11-29,0.0
2016-06-14,0.0
2016-12-03,0.0
2016-06-09,0.0
2017-07-25,0.0
2017-08-29,0.002
2016-09-07,0.002
2017-04-25,0.0
2017-04-21,0.0
2017-09-25,0.0
2017-01-04,0.0
2017-01-12,0.0
2017-05-14,0.0
2017-05-03,0.0
2016-06-17,0.069
2017-02-07,0.0
2017-01-07,0.0
2017-04-20,0.016
2017-08-09,0.0
2017-01-27,0.0
2016-11-26,0.062
2017-02-17,0.0
2016-07-20,0.126
2017-08-27,0.253
2017-03-26,0.107
2017-07-18,0.0
2016-07-03,0.0
2017-01-02,0.0
2016-06-08,0.0
2017-03-18,0.0
2017-02-04,0.0
2016-07-08,0.123
2016-12-04,0.07
2017-01-09,0.0
2017-05-23,0.0
2017-01-16,0.0
2017-03-06,0.0
2016-09-26,0.003
2017-07-01,0.0
2017-08-08,0.0
2017-05-22,0.0
2016-11-25,0.061
2017-04-10,0.0
2017-01-11,0.0
2016-12-07,0.0
2017-10-11,0.058
2016-06-21,0.0
2016-10-22,0.339
2017-10-07,0.019
2017-09-04,0.07
2017-05-15,0.0
2017-01-25,0.0
2016-09-10,0.048
2016-09-05,0.0
2017-03-02,0.018
2017-04-12,0.0
2017-08-16,0.0
2017-02-19,0.0
2017-03-25,0.173
2017-10-09,0.0
2016-07-24,0.0
2017-08-18,0.002
2017-05-20,0.0
2017-03-12,0.0
2017-07-13,0.0
2016-10-27,0.0
2017-05-16,0.0
2016-10-06,0.0
2017-06-25,0.203
2017-02-14,0.003
2017-05-13,0.0
2017-09-17,0.01
2017-02-26,0.0
2016-09-01,0.0
2017-01-13,0.0
2016-09-21,0.0
2017-04-07,0.0
2017-03-03,0.05
2016-11-19,0.03
2017-10-01,0.134
2016-12-13,0.0
2017-02-13,0.0
2017-10-06,0.102
2017-01-21,0.0
2016-09-12,0.102
2017-05-04,0.016
2017-07-20,0.0
2016-08-21,0.0
2016-09-09,0.0
2016-08-16,0.0
2017-06-13,0.238
2017-04-28,0.0
2017-07-29,0.0
2017-03-14,0.042
2016-07-12,0.133
2016-12-29,0.022
2017-07-22,0.0
2016-07-23,0.0
2017-04-14,0.146
2017-04-06,0.0
2017-03-05,0.0
2017-02-06,0.0
2017-05-09,0.141
2017-04-01,0.0
2016-08-29,0.115
2016-11-23,0.061
2017-01-18,0.0
2016-11-09,0.0
2016-06-02,0.0
2017-02-15,0.0
2017-04-29,0.0
2017-04-08,0.002
2017-09-03,0.227
2017-06-07,0.032
2016-09-13,0.0
2016-09-04,0.0
2016-12-16,0.029
2016-07-15,0.202
2016-12-11,0.0
2016-11-04,0.0
2017-10-03,0.0
2017-02-11,0.0
2017-02-09,0.0
2017-03-27,0.0
2016-11-27,0.002
2017-09-26,0.0
2016-12-28,0.0
2017-06-10,0.0
2016-12-21,0.0
2017-04-09,0.0
2017-07-19,0.0
2016-05-29,0.0
2016-12-18,0.05
2016-06-05,0.37
2017-01-01,0.003
2017-01-19,0.0
2017-08-31,0.056
2016-12-20,0.059
2016-11-20,0.146
2017-02-23,0.002
2016-12-05,0.016
2017-05-19,0.0
2016-07-13,0.0
2017-03-10,0.0
2017-08-04,0.0
2017-08-28,0.205
2017-03-08,0.0
2017-01-03,0.0
2016-12-06,0.0
2017-01-15,0.0
2016-10-23,0.088
2017-03-04,0.002
2017-06-23,0.014
2017-07-31,0.0
2016-12-23,0.0
2017-06-14,0.261
2017-04-23,0.0
2016-06-23,0.0
2016-08-28,0.05
2016-09-18,0.0
2017-04-30,0.0
2016-11-08,0.002
2016-06-07,0.0
2016-08-31,0.0
2017-07-14,0.0
2017-09-30,0.003
2017-04-26,0.0
2017-03-17,0.0
2016-06-19,0.107
2017-07-28,0.0
2017-04-02,0.0
2017-07-10,0.0
2017-09-16,0.0
2016-09-02,0.0
2016-07-07,0.0
2016-08-18,0.0
2017-07-27,0.0
2016-11-05,0.026
2017-08-06,0.0
2017-03-11,0.0
2016-10-28,0.091
2017-09-08,0.0
2017-05-17,0.0
2017-03-21,0.006
2016-07-17,0.0
2017-02-08,0.0
2017-04-17,0.0
2016-08-22,0.002
2017-03-15,0.0
2017-07-23,0.0
2017-05-08,0.088
2016-08-11,0.024
2017-06-22,0.128
2017-04-05,0.008
2017-09-07,0.07
2017-08-17,0.0
2017-03-13,0.0
2017-07-24,0.0
2017-08-03,0.0
2017-07-15,0.0
2017-03-19,0.006
2017-08-26,0.166
2017-01-10,0.0
2017-09-28,0.053
