,Pruebas,coef(a)_LM-PD,rsquared_LM-PD,Standard Error_LM-PD,coef(b)_LM-PD,coef(a)_Acu-LM-PD,rsquared_Acu-LM-PD,Standard Error_Acu-LM-PD,coef(b)_Acu-LM-PD,coef(a)LM-6AM,rsquaredLM-6AM,Standard ErrorLM-6AM,coef(b)LM-6AM,coef(a)_Acu-LM-6AM,rsquared_Acu-LM-6AM,Standard Error_Acu-LM-6AM,coef(b)_Acu-LM-6AM
0,2.0,0.3867821373825421,0.08180978199749678,0.11731409852361847,0.04868962747631995,2.5466827254823032,0.9604224588505625,0.046804561220096984,0.10235605579412571,0.5061104912194738,0.30848008571712904,0.06860475633737935,0.018525475441270076,1.5219274454104093,0.9683365536839611,0.024916094000327935,-0.14762601570257394
