fecha,CW(L/dia)
2017-03-07,0.0
2016-06-15,0.0
2016-07-01,0.0
2017-08-03,0.0
2017-09-16,0.0
2017-09-07,0.07039999999999963
2017-05-14,0.0
2017-08-08,0.0
2017-03-11,0.0
2017-02-23,0.0015999999999994543
2017-02-24,0.0
2016-10-24,0.0
2017-07-21,0.0
2016-08-22,0.0
2017-01-15,0.0
2017-05-08,0.072
2016-12-20,0.0592
2017-07-26,0.0
2017-07-13,0.0
2017-03-09,0.0
2016-07-07,0.0
2017-09-21,0.09759999999999855
2017-02-11,0.0
2017-05-05,0.025600000000000022
2016-11-06,0.0016000000000000014
2017-09-22,0.0
2016-11-30,0.004800000000000068
2016-11-25,0.06079999999999995
2017-08-29,0.0031999999999989086
2016-09-22,0.0
2017-10-09,0.0
2017-01-05,0.0
2017-07-15,0.0
2017-03-27,0.0
2017-10-04,0.0
2017-06-25,0.027200000000000727
2017-08-31,0.0
2016-09-10,0.0
2017-01-13,0.0
2017-06-07,0.032
2017-09-09,0.0
2017-10-06,0.10239999999999781
2017-07-27,0.0
2017-02-19,0.0
2017-03-01,0.0
2017-09-15,0.0
2017-09-25,0.0
2017-04-18,0.009599999999999994
2016-11-10,0.0
2016-12-06,0.0
2017-02-18,0.011200000000000727
2016-06-17,0.0
2016-07-05,0.28480000000000016
2016-09-03,0.0
2016-12-02,0.0
2017-02-06,0.0
2017-01-29,0.0
2016-06-23,0.0
2017-02-27,0.0032000000000007274
2017-05-22,0.0
2016-09-09,0.0
2016-07-19,0.0
2017-10-12,0.04159999999999855
2016-11-12,0.0
2017-09-14,0.2368000000000011
2016-07-22,0.0
2017-09-13,0.15519999999999892
2016-10-22,0.34239999999999965
2016-12-05,0.016
2016-06-16,0.0
2017-09-18,0.04479999999999927
2016-12-08,0.07839999999999998
2017-07-20,0.0
2016-09-17,0.0
2017-02-25,0.0
2017-10-02,0.0
2016-09-16,0.0
2016-05-29,0.0
2017-02-26,0.0
2017-03-08,0.0
2017-09-02,0.03680000000000109
2017-02-08,0.0
