fecha,CW(L/dia)
2016-11-23,0.016
2016-10-30,0.11520000000000073
2017-09-19,0.17759999999999854
2016-12-07,0.0
2017-03-30,0.0
2017-07-14,0.0
2016-07-19,0.0
2016-08-25,0.12479999999999995
2016-06-01,0.03679999999999927
2017-03-22,0.012799999999999954
2017-09-01,0.1311999999999989
2017-03-13,0.0
2017-07-19,0.0
2017-08-09,0.0
2017-03-09,0.0
2017-10-13,0.01280000000000291
2017-06-14,0.17439999999999964
2016-12-05,0.016
2017-01-21,0.0
2016-07-06,0.016
2017-09-11,0.0031999999999989086
2016-12-30,0.05919999999999999
2016-09-09,0.0
2017-02-12,0.0
2016-08-28,0.049600000000000026
2016-07-09,0.0
2016-07-08,0.12319999999999982
2016-12-19,0.004799999999999997
2017-03-19,0.006399999999999863
2016-06-22,0.0
2017-07-18,0.0
2017-01-12,0.0
2016-11-13,0.0
2017-06-22,0.22239999999999782
2017-08-14,0.0
2017-01-17,0.0
2016-11-10,0.0
2016-11-29,0.0
2016-09-18,0.0
2016-09-25,0.0
2017-09-17,0.0
2017-08-05,0.0
2017-04-01,0.0
2016-07-20,0.12640000000000146
2017-05-23,0.0
2016-07-17,0.0
2016-07-01,0.0
2016-09-14,0.15039999999999987
2016-11-02,0.0
2017-04-26,0.0
2017-06-21,0.12319999999999709
2017-02-04,0.0
2017-07-26,0.0
2017-05-17,0.0
2017-03-01,0.0
2017-04-20,0.016
2017-02-15,0.0
2017-01-18,0.0
2017-10-02,0.0
2017-02-08,0.0
2017-03-02,0.0
2016-06-16,0.0
2016-09-21,0.0
2017-01-02,0.0
2017-03-04,0.0016000000000000228
2016-12-14,0.0
2017-03-06,0.0
2017-09-05,0.0
2016-08-10,0.0
2016-12-08,0.07839999999999998
2017-04-19,0.017600000000000022
2017-03-05,0.0
2017-02-16,0.0
2017-04-03,0.0
2017-04-17,0.0
2016-08-17,0.0
2016-08-30,0.16
2017-01-05,0.0
2017-03-14,0.041600000000000026
2016-11-28,0.0
2016-07-07,0.0
2017-06-23,0.011200000000004366
2017-05-05,0.025600000000000022
2016-06-08,0.0
2016-11-12,0.0
2016-08-16,0.0
2017-04-14,0.152
2017-03-18,0.0
2016-12-15,0.0048000000000000004
2017-03-17,0.0
2016-10-24,0.0
2016-12-18,0.049600000000000005
2016-12-16,0.028800000000000003
2017-08-10,0.0
2017-02-24,0.0
2017-05-22,0.0
2016-10-06,0.0
2017-01-07,0.0
2016-06-06,0.37280000000000657
2017-03-21,0.006399999999999977
2017-04-10,0.0
2017-03-15,0.0
2016-11-06,0.0016000000000000014
2017-10-10,0.017599999999998544
2017-02-19,0.0
2016-11-20,0.14560000000000003
2017-04-21,0.0
2017-01-25,0.0
2016-11-18,0.0
2016-12-01,0.0
