,Pruebas,coef(a)_LM-PD,rsquared_LM-PD,Standard Error_LM-PD,coef(b)_LM-PD,coef(a)_Acu-LM-PD,rsquared_Acu-LM-PD,Standard Error_Acu-LM-PD,coef(b)_Acu-LM-PD,coef(a)LM-6AM,rsquaredLM-6AM,Standard ErrorLM-6AM,coef(b)LM-6AM,coef(a)_Acu-LM-6AM,rsquared_Acu-LM-6AM,Standard Error_Acu-LM-6AM,coef(b)_Acu-LM-6AM
0,6.0,0.4874132174073801,0.1265008147451705,0.11595833994615941,0.045266848965784895,2.4866028538338547,0.9671991034825086,0.04145829406477406,0.12565939404488274,0.512884020732219,0.41684450570237197,0.05492175399318126,0.02336198202456177,1.7241163573214373,0.979503717459855,0.022579855832397598,-0.20121913837976765
