,Pruebas,coef(a)_LM-PD,rsquared_LM-PD,Standard Error_LM-PD,coef(b)_LM-PD,coef(a)_Acu-LM-PD,rsquared_Acu-LM-PD,Standard Error_Acu-LM-PD,coef(b)_Acu-LM-PD,coef(a)LM-6AM,rsquaredLM-6AM,Standard ErrorLM-6AM,coef(b)LM-6AM,coef(a)_Acu-LM-6AM,rsquared_Acu-LM-6AM,Standard Error_Acu-LM-6AM,coef(b)_Acu-LM-6AM
0,10.0,0.4220670615046133,0.1079792353803547,0.10982947897581036,0.04588216294504918,2.452319484612608,0.9605860016249447,0.04497324818993615,0.10419867119202167,0.49723686066159123,0.3920803183074232,0.05605559831134126,0.020519750807859675,1.5714518022282813,0.9746161499620642,0.02296059263939485,-0.159502625875437
