,Pruebas,coef(a)_LM-PD,rsquared_LM-PD,Standard Error_LM-PD,coef(b)_LM-PD,coef(a)_Acu-LM-PD,rsquared_Acu-LM-PD,Standard Error_Acu-LM-PD,coef(b)_Acu-LM-PD,coef(a)LM-6AM,rsquaredLM-6AM,Standard ErrorLM-6AM,coef(b)LM-6AM,coef(a)_Acu-LM-6AM,rsquared_Acu-LM-6AM,Standard Error_Acu-LM-6AM,coef(b)_Acu-LM-6AM
0,7.0,0.2607664698401667,0.12922631096479265,0.061284267058204306,0.03487383327021077,1.5427125667800348,0.9901206718355623,0.013951623437396012,0.02090865874795804,0.5114925220409045,0.42348740345961244,0.05403106666186658,0.023853417213542862,1.3068710818949052,0.9885156656530208,0.012753047225284123,0.04090052137976258
