fecha,Outdoor Humidity(%),Outdoor Temperature(°C),Wind Speed(m/s),Nubosidad-octa(%)
2017-10-04,0.41,0.5872093023255814,0.0,1.0
2017-03-19,0.74,0.6453488372093024,0.0,0.04760403530895333
2017-04-19,0.79,0.49418604651162795,0.0,0.028583438419503997
2016-12-29,0.74,0.5988372093023256,0.05172413793103448,0.0016813787305590628
2017-08-09,0.78,0.2383720930232558,0.12068965517241378,0.0016813787305590628
2017-01-08,0.57,0.744186046511628,0.05172413793103448,0.0016813787305590628
2017-05-16,0.99,0.45348837209302334,0.24137931034482757,0.22330811265237496
2017-09-08,0.92,0.31976744186046513,0.24137931034482757,1.0
2017-06-14,0.98,0.22093023255813954,0.0,1.0
2016-12-01,0.53,0.6337209302325582,0.05172413793103448,0.0016813787305590628
2016-07-08,0.87,0.09883720930232559,0.0,1.0
2016-12-28,0.51,0.6046511627906977,0.05172413793103448,0.009878100042034474
2017-08-31,0.63,0.25,0.12068965517241378,0.007566204287515761
2017-04-04,0.71,0.45348837209302334,0.0,0.1585750315258512
2017-04-06,0.39,0.6453488372093024,0.12068965517241378,0.024590163934426233
2017-09-13,0.99,0.06395348837209303,0.05172413793103448,0.26502732240437155
2017-01-19,0.61,0.8197674418604652,0.0,0.4929592265657839
2016-06-02,0.74,0.4476744186046511,0.05172413793103448,1.0
2017-02-19,0.49,0.8081395348837209,0.05172413793103448,0.0016813787305590628
2016-07-23,0.63,0.41860465116279066,0.12068965517241378,1.0
2017-01-15,0.7,0.7151162790697675,0.0,0.0016813787305590628
2016-06-06,0.93,0.186046511627907,0.4655172413793104,0.36118116855821775
2017-08-30,0.58,0.31976744186046513,0.05172413793103448,1.0
2016-07-10,0.42,0.41860465116279066,0.05172413793103448,1.0
2017-07-30,0.49,0.27906976744186046,0.05172413793103448,1.0
2016-10-28,0.84,0.436046511627907,0.12068965517241378,0.04234972677595627
2017-08-06,0.4,0.2965116279069767,0.05172413793103448,0.0016813787305590628
2016-08-31,0.41,0.813953488372093,1.0,0.12810004203446826
