fecha,CW(L/dia)
2017-10-04,0.0
2017-03-19,0.006399999999999863
2017-04-19,0.017600000000000022
2016-12-29,0.022400000000000007
2017-08-09,0.0
2017-01-08,0.0
2017-05-16,0.0
2017-09-08,0.0
2017-06-14,0.17439999999999964
2016-12-01,0.0
2016-07-08,0.12319999999999982
2016-12-28,0.0
2017-08-31,0.0
2017-04-04,0.03679999999999996
2017-04-06,0.0
2017-09-13,0.15519999999999892
2017-01-19,0.0
2016-06-02,0.062400000000000545
2017-02-19,0.0
2016-07-23,0.0
2017-01-15,0.0
2016-06-06,0.37280000000000657
2017-08-30,0.0
2016-07-10,0.0
2017-07-30,0.0
2016-10-28,0.09120000000000072
2017-08-06,0.0
2016-08-31,0.0
2016-12-05,0.016
2017-03-15,0.0
2017-05-03,0.0
2017-07-26,0.0
2017-01-31,0.16639999999999963
2016-12-22,0.0
2016-08-22,0.0
2016-12-12,0.0
2017-02-04,0.0
2016-09-02,0.0
2017-04-17,0.0
2017-03-21,0.006399999999999977
2017-01-21,0.0
2016-09-07,0.001599999999999909
2017-09-07,0.07039999999999963
2016-09-13,0.0
2017-09-15,0.0
2016-06-10,0.0
2016-08-20,0.0
2017-08-17,0.0
2017-07-31,0.0
2017-10-13,0.01280000000000291
2017-01-09,0.0
2017-01-17,0.0
2016-07-15,0.21920000000000073
2016-09-18,0.0
2017-01-18,0.0
2016-10-22,0.34239999999999965
2017-04-27,0.0
2016-06-14,0.0
2017-07-12,0.0
2016-08-16,0.0
2017-02-10,0.0
2017-06-23,0.011200000000004366
2017-08-28,0.25760000000000216
2017-09-17,0.0
2017-01-25,0.0
2017-05-23,0.0
2017-01-01,0.0031999999999999884
2017-01-28,0.0
2016-09-23,0.0
2017-05-21,0.0
2017-07-29,0.0
2016-12-15,0.0048000000000000004
2016-09-19,0.014400000000000001
2016-06-22,0.0
2017-09-25,0.0
2016-07-06,0.016
2017-01-26,0.012799999999999272
2016-09-21,0.0
2017-01-13,0.0
2016-07-21,0.0
